country,date,confirmed,deaths,recovered,daily_new_cases,daily_new_deaths,daily_new_recovered,cases_7day_avg,deaths_7day_avg,active_cases,case_fatality_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations_smoothed,total_tests,new_tests,new_tests_smoothed,total_tests_per_thousand,new_tests_per_thousand,positive_rate,tests_per_case,stringency_index,population_density,median_age,aged_65_older,gdp_per_capita,hospital_beds_per_thousand,life_expectancy,human_development_index,population,icu_patients,hosp_patients,reproduction_rate,mobility_retail,mobility_grocery,mobility_parks,mobility_transit,mobility_workplaces,mobility_residential,zscore_daily_new_cases,anomaly_daily_new_cases,zscore_daily_new_deaths,anomaly_daily_new_deaths,zscore_cases_7day_avg,anomaly_cases_7day_avg,is_anomaly,daily_new_cases_smoothed,daily_new_deaths_smoothed,cases_7day_avg_smoothed,day_of_week_sin,day_of_week_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,days_since_outbreak,is_weekend,lag_1,lag_3,lag_7,lag_14,lag_1_deaths,lag_7_deaths,rolling_mean_7,rolling_std_7,rolling_max_7,rolling_mean_14,rolling_std_14,rolling_mean_21,rolling_change_7,ewm_mean_7,growth_rate,growth_rate_7d,doubling_time,cfr,recovery_rate,rt_estimate,active_ratio,cases_per_million,mobility_retail_lag7,mobility_grocery_lag7,mobility_parks_lag7,mobility_transit_lag7,mobility_workplaces_lag7,mobility_residential_lag7,mobility_composite_lag7
Brazil,2020-02-21,60598,795,52454,1780.0,23.0,1541.0,1631.7142,21.428572,7349,0.013119245,263.0,157.0,23197.0,761584.0,263.0,168805,7524,7524,51.15,0.0228,0.0876,94.5,48.6,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.34,-43.0,-33.0,-24.0,-46.0,-44.0,21.0,-0.087036714,False,-0.16252966,False,-0.085870855,False,False,1780.0,23.0,1631.7142,-0.43388376,-0.90096885,0.86602545,0.49999997,0.77991253,0.6258885,30,0,1584.0,1492.5714,1325.2858,1076.1428,23.0,19.0,1495.2245,95.92029,1631.7142,1354.7959,168.20174,1231.8163,0.23127866,1500.1329,0.030122623,0.030160608,23.326683,0.013119245,0.8656061,1.231217,0.12127463,7.676509,-28.0,-24.0,-20.0,-41.0,-39.0,18.0,-36.0
Brazil,2020-02-22,62432,819,54041,1834.0,24.0,1587.0,1680.8572,22.0,7572,0.013118273,263.0,157.0,23197.0,761584.0,263.0,176567,7762,7762,53.51,0.0235,0.0235,49.6,56.8,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.34,-42.0,-27.0,-23.0,-45.0,-47.0,17.0,-0.085645236,False,-0.095934324,False,-0.085776426,False,False,1834.0,24.0,1680.8572,-0.974928,-0.22252055,0.86602545,0.49999997,0.7905634,0.6123802,31,1,1631.7142,1537.5714,1365.2858,1108.7142,23.0,20.0,1540.3062,98.78694,1680.8572,1395.6633,173.24316,1269.0068,0.2312398,1545.3185,0.030117372,0.03015135,23.33377,0.013118273,0.8655978,1.2311394,0.121283956,7.907705,-39.0,-28.0,-21.0,-43.0,-44.0,11.0,-42.0
Brazil,2020-02-23,64321,844,55676,1889.0,25.0,1635.0,1731.4286,22.714285,7801,0.013121687,263.0,157.0,23197.0,761584.0,263.0,184594,8027,8027,55.94,0.0243,0.0963,7.1,48.6,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.07,-37.0,-27.0,-21.0,-42.0,-47.0,19.0,-0.085904896,False,-0.04073772,False,-0.08577063,False,False,1889.0,25.0,1731.4286,-0.7818316,0.6234896,0.86602545,0.49999997,0.8009804,0.5986906,32,1,1680.8572,1584.0,1406.5714,1142.1428,24.0,20.0,1586.7142,101.7513,1731.4286,1437.7551,178.41893,1307.3062,0.23116016,1591.8495,0.03008668,0.03012951,23.350414,0.013121687,0.865596,1.2309568,0.12128232,8.145621,-38.0,-28.0,-19.0,-46.0,-45.0,18.0,-43.0
Brazil,2020-02-24,66267,869,57361,1946.0,25.0,1685.0,1783.5714,23.285715,8037,0.013113616,263.0,157.0,23197.0,761584.0,263.0,192818,8224,8224,58.43,0.0249,0.1079,20.7,51.6,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.13,-44.0,-31.0,-23.0,-46.0,-56.0,17.0,-0.08526958,False,-0.20056741,False,-0.08556961,False,False,1946.0,25.0,1783.5714,0.0,1.0,0.86602545,0.49999997,0.81116027,0.58482397,33,0,1731.4286,1631.7142,1448.8572,1176.7142,25.0,21.0,1634.5306,104.77222,1783.5714,1481.102,183.75868,1346.7483,0.23112392,1639.7827,0.03011549,0.030137008,23.344687,0.013113616,0.8656043,1.2310195,0.121282086,8.390931,-39.0,-27.0,-14.0,-46.0,-39.0,16.0,-41.333332
Brazil,2020-02-25,68271,896,59095,2004.0,27.0,1734.0,1837.1428,24.142857,8280,0.013124167,263.0,157.0,23197.0,761584.0,263.0,201334,8516,8516,61.01,0.0258,0.0548,7.2,56.7,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.21,-36.0,-24.0,-26.0,-51.0,-43.0,18.0,-0.08652987,False,0.058795564,False,-0.08573269,False,False,2004.0,27.0,1837.1428,0.7818315,0.6234898,0.86602545,0.49999997,0.8211002,0.5707841,34,0,1783.5714,1680.8572,1492.5714,1212.2858,25.0,21.0,1683.7551,107.858894,1837.1428,1525.7347,189.2471,1387.3673,0.23107219,1689.1249,0.030036034,0.030117651,23.359524,0.013124167,0.86559445,1.2308576,0.12128136,8.6429615,-41.0,-26.0,-20.0,-40.0,-42.0,15.0,-41.0
Brazil,2020-02-26,70336,923,60883,2065.0,27.0,1788.0,1892.4286,24.857143,8530,0.013122725,263.0,157.0,23197.0,761584.0,263.0,210126,8792,8792,63.67,0.0266,0.0433,6.7,55.6,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.25,-41.0,-27.0,-20.0,-51.0,-44.0,18.0,-0.08430083,False,-0.10280284,False,-0.0855282,False,False,2065.0,27.0,1892.4286,0.9749279,-0.22252095,0.86602545,0.49999997,0.830797,0.5565755,35,0,1837.1428,1731.4286,1537.5714,1248.8572,27.0,22.0,1734.449,111.045876,1892.4286,1571.7041,194.89775,1429.2041,0.23101437,1739.9524,0.030093342,0.030109657,23.36563,0.013122725,0.86560225,1.2307906,0.12127502,8.903057,-43.0,-31.0,-25.0,-49.0,-45.0,18.0,-45.666668
Brazil,2020-02-27,72462,951,62723,2126.0,28.0,1840.0,1949.1428,25.571428,8788,0.01312412,263.0,157.0,23197.0,761584.0,263.0,219220,9094,9094,66.43,0.0276,0.0296,29.8,44.4,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.08,-45.0,-29.0,-21.0,-48.0,-49.0,20.0,-0.086808756,False,-0.06422938,False,-0.08591735,False,False,2126.0,28.0,1949.1428,0.43388382,-0.90096885,0.86602545,0.49999997,0.84024805,0.5422022,36,0,1892.4286,1783.5714,1584.0,1286.5714,27.0,23.0,1786.6122,114.308525,1949.1428,1619.0306,200.69283,1472.2789,0.23091626,1792.2512,0.029969022,0.030077223,23.39045,0.01312412,0.8655985,1.2305195,0.12127736,9.169873,-44.0,-24.0,-17.0,-44.0,-39.0,15.0,-42.333332
Brazil,2020-02-28,74653,979,64620,2191.0,28.0,1897.0,2007.8572,26.285715,9054,0.013114007,263.0,157.0,23197.0,761584.0,263.0,228347,9127,9127,69.2,0.0277,0.0812,24.1,48.5,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.22,-45.0,-33.0,-21.0,-54.0,-56.0,22.0,-0.08374734,False,-0.22045135,False,-0.085437365,False,False,2191.0,28.0,2007.8572,-0.43388376,-0.90096885,0.86602545,0.49999997,0.84945047,0.52766836,37,0,1949.1428,1837.1428,1631.7142,1325.2858,28.0,23.0,1840.3469,117.71621,2007.8572,1667.7858,206.664,1516.6462,0.23081648,1846.1537,0.030123167,0.030077301,23.390356,0.013114007,0.8656049,1.23052,0.121281125,9.446098,-43.0,-33.0,-24.0,-46.0,-44.0,21.0,-44.333332
Brazil,2020-02-29,76909,1009,66572,2256.0,30.0,1952.0,2068.1428,27.142857,9328,0.0131194005,263.0,157.0,23197.0,761584.0,263.0,237857,9510,9510,72.08,0.0288,0.0458,7.3,47.9,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.21,-46.0,-31.0,-17.0,-56.0,-50.0,23.0,-0.08533181,False,-0.0087161735,False,-0.08539474,False,False,2256.0,30.0,2068.1428,-0.974928,-0.22252055,0.86602545,0.49999997,0.8584015,0.51297843,38,1,2007.8572,1892.4286,1680.8572,1365.2858,28.0,24.0,1895.6735,121.22256,2068.1428,1717.9897,212.80606,1562.3334,0.23071218,1901.6517,0.030024868,0.030064085,23.400503,0.0131194005,0.8655944,1.2304096,0.1212862,9.729716,-42.0,-27.0,-23.0,-45.0,-47.0,17.0,-44.666668
Brazil,2020-03-01,79232,1040,68583,2323.0,31.0,2011.0,2130.1428,28.0,9609,0.01312601,263.0,157.0,23197.0,761584.0,263.0,247760,9903,9903,75.08,0.03,0.056,9.7,55.5,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.27,-41.0,-32.0,-22.0,-52.0,-55.0,22.0,-0.08674718,False,0.008451331,False,-0.08554046,False,False,2323.0,31.0,2130.1428,-0.7818316,0.6234896,1.0,-4.371139e-08,0.86709857,0.4981366,39,1,2068.1428,1949.1428,1731.4286,1406.5714,30.0,25.0,1952.6327,124.80553,2130.1428,1769.6735,219.12682,1609.381,0.23061395,1958.775,0.029978586,0.030048644,23.41239,0.01312601,0.86559725,1.2302805,0.12127676,10.0213995,-37.0,-27.0,-21.0,-42.0,-47.0,19.0,-42.0
Brazil,2020-03-02,81626,1071,70655,2394.0,31.0,2072.0,2194.1428,28.857143,9900,0.013120819,263.0,157.0,23197.0,761584.0,263.0,257754,9994,9994,78.11,0.0303,0.1112,54.6,49.4,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.2,-46.0,-31.0,-17.0,-56.0,-54.0,25.0,-0.08340764,False,-0.15317252,False,-0.08524294,False,False,2394.0,31.0,2194.1428,0.0,1.0,1.0,-4.371139e-08,0.875539,0.48314747,40,0,2130.1428,2007.8572,1783.5714,1448.8572,31.0,25.0,2011.2856,128.53192,2194.1428,1822.9082,225.62587,1657.83,0.23049736,2017.6174,0.030044934,0.030038565,23.420082,0.013120819,0.86559427,1.2301962,0.12128489,10.322492,-44.0,-31.0,-23.0,-46.0,-56.0,17.0,-48.666668
Brazil,2020-03-03,84091,1103,72789,2465.0,32.0,2134.0,2260.0,29.571428,10199,0.0131167425,263.0,157.0,23197.0,761584.0,263.0,267837,10083,10083,81.16,0.0306,0.144,100.0,60.3,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.26,-50.0,-31.0,-16.0,-51.0,-49.0,21.0,-0.08497859,False,-0.14260273,False,-0.08503835,False,False,2465.0,32.0,2260.0,0.7818315,0.6234898,1.0,-4.371139e-08,0.88372034,0.46801528,41,0,2194.1428,2068.1428,1837.1428,1492.5714,31.0,27.0,2071.6938,132.35794,2260.0,1877.7245,232.32118,1707.7211,0.23040092,2078.2134,0.030014992,0.03003556,23.42237,0.0131167425,0.86559796,1.2301711,0.121285275,10.632321,-36.0,-24.0,-26.0,-51.0,-43.0,18.0,-43.333332
Brazil,2020-03-04,86629,1137,74986,2538.0,34.0,2197.0,2327.5715,30.571428,10506,0.013124935,263.0,157.0,23197.0,761584.0,263.0,278557,10720,10720,84.41,0.0325,0.0926,25.1,51.6,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.18,-49.0,-34.0,-22.0,-52.0,-53.0,20.0,-0.08651422,False,0.023014976,False,-0.08536135,False,False,2538.0,34.0,2327.5715,0.9749279,-0.22252095,1.0,-4.371139e-08,0.8916402,0.45274472,42,0,2260.0,2130.1428,1892.4286,1537.5714,32.0,27.0,2133.8572,136.25906,2327.5715,1934.1531,239.18619,1759.0884,0.23027956,2140.5532,0.029898908,0.030007781,23.443737,0.013124935,0.8655993,1.2299389,0.12127578,10.950216,-41.0,-27.0,-20.0,-51.0,-44.0,18.0,-45.333332
Brazil,2020-03-05,89244,1171,77250,2615.0,34.0,2264.0,2397.4285,31.428572,10823,0.01312133,263.0,157.0,23197.0,761584.0,263.0,289140,10583,10583,87.62,0.0321,0.122,10.2,51.4,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.46,-48.0,-35.0,-21.0,-59.0,-53.0,22.0,-0.084244296,False,-0.13397998,False,-0.08500424,False,False,2615.0,34.0,2397.4285,0.43388382,-0.90096885,1.0,-4.371139e-08,0.89929616,0.43734014,43,0,2327.5715,2194.1428,1949.1428,1584.0,34.0,28.0,2197.898,140.2623,2397.4285,1992.2551,246.27776,1811.9865,0.23020422,2204.7722,0.030012798,0.030014036,23.438965,0.01312133,0.8656044,1.2299912,0.12127426,11.278863,-45.0,-29.0,-21.0,-48.0,-49.0,20.0,-47.333332
Brazil,2020-03-06,91937,1206,79581,2693.0,35.0,2331.0,2469.1428,32.42857,11150,0.013117678,263.0,157.0,23197.0,761584.0,263.0,300187,11047,11047,90.97,0.0335,0.1992,6.9,55.0,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.18,-47.0,-29.0,-22.0,-56.0,-56.0,21.0,-0.08452292,False,-0.13912751,False,-0.08508882,False,False,2693.0,35.0,2469.1428,-0.43388376,-0.90096885,1.0,-4.371139e-08,0.90668607,0.42180607,44,0,2397.4285,2260.0,2007.8572,1631.7142,34.0,28.0,2263.796,144.39621,2469.1428,2052.0715,253.56319,1866.4558,0.23009193,2270.865,0.029913032,0.029984016,23.462105,0.013117678,0.8656036,1.2297403,0.1212787,11.616247,-45.0,-33.0,-21.0,-54.0,-56.0,22.0,-51.666668
Brazil,2020-03-07,94710,1243,81981,2773.0,37.0,2400.0,2543.0,33.42857,11486,0.013124274,263.0,157.0,23197.0,761584.0,263.0,311473,11286,11286,94.39,0.0342,0.0503,4.8,67.8,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.42,-50.0,-33.0,-16.0,-55.0,-59.0,21.0,-0.085458115,False,0.0070403856,False,-0.08511533,False,False,2773.0,37.0,2543.0,-0.974928,-0.22252055,1.0,-4.371139e-08,0.91380763,0.40614727,45,1,2469.1428,2327.5715,2068.1428,1680.8572,35.0,30.0,2331.6326,148.64029,2543.0,2113.653,261.05475,1922.5374,0.22997582,2338.899,0.029912071,0.029967902,23.47452,0.013124274,0.8656002,1.2296056,0.12127547,11.963714,-46.0,-31.0,-17.0,-56.0,-50.0,23.0,-50.666668
Brazil,2020-03-08,97567,1280,84454,2857.0,37.0,2473.0,2619.2856,34.285713,11833,0.01311919,263.0,157.0,23197.0,761584.0,263.0,322797,11324,11324,97.82,0.0343,0.1534,4.8,47.7,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.3,-47.0,-35.0,-27.0,-54.0,-53.0,23.0,-0.083035775,False,-0.15113583,False,-0.08458478,False,False,2857.0,37.0,2619.2856,-0.7818316,0.6234896,1.0,-4.371139e-08,0.9206588,0.39036816,46,1,2543.0,2397.4285,2130.1428,1731.4286,37.0,31.0,2401.5103,153.04118,2619.2856,2177.0713,268.7874,1980.2856,0.22988331,2408.9956,0.029998288,0.029970717,23.47231,0.01311919,0.86560005,1.2296292,0.12128076,12.322604,-41.0,-32.0,-22.0,-52.0,-55.0,22.0,-49.333332
Brazil,2020-03-09,100508,1319,87000,2941.0,39.0,2546.0,2697.4285,35.42857,12189,0.013123333,263.0,157.0,23197.0,761584.0,263.0,334310,11513,11513,101.31,0.0349,0.0786,23.8,54.0,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.17,-54.0,-34.0,-31.0,-55.0,-55.0,23.0,-0.08533686,False,-0.026577868,False,-0.08485134,False,False,2941.0,39.0,2697.4285,0.0,1.0,1.0,-4.371139e-08,0.9272376,0.3744737,47,0,2619.2856,2469.1428,2194.1428,1783.5714,37.0,31.0,2473.4082,157.5388,2697.4285,2242.347,276.72308,2039.7415,0.2297647,2481.104,0.029833639,0.029940533,23.495703,0.013123333,0.86560273,1.2293769,0.12127393,12.690232,-46.0,-31.0,-17.0,-56.0,-54.0,25.0,-52.0
Brazil,2020-03-10,103537,1358,89622,3029.0,39.0,2622.0,2778.0,36.42857,12557,0.013116084,263.0,157.0,23197.0,761584.0,263.0,346317,12007,12007,104.94,0.0364,0.0719,4.8,39.6,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.16,-54.0,-34.0,-19.0,-60.0,-52.0,21.0,-0.08469995,False,-0.18942478,False,-0.08481141,False,False,3029.0,39.0,2778.0,0.7818315,0.6234898,1.0,-4.371139e-08,0.9335419,0.35846826,48,0,2697.4285,2543.0,2260.0,1837.1428,39.0,32.0,2547.4082,162.17892,2778.0,2309.551,284.87354,2100.9524,0.22962582,2555.3281,0.029869758,0.029919785,23.511755,0.013116084,0.8656036,1.2292036,0.12128031,13.069287,-50.0,-31.0,-16.0,-51.0,-49.0,21.0,-50.0
Brazil,2020-03-11,106657,1399,92322,3120.0,41.0,2700.0,2861.1428,37.42857,12936,0.013116813,263.0,157.0,23197.0,761584.0,263.0,358622,12305,12305,108.67,0.0373,0.0743,28.2,47.5,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.08,-52.0,-32.0,-26.0,-56.0,-58.0,24.0,-0.08345098,False,-0.07571603,False,-0.084383555,False,False,3120.0,41.0,2861.1428,0.9749279,-0.22252095,1.0,-4.371139e-08,0.93957,0.34235686,49,0,2778.0,2619.2856,2327.5715,1892.4286,39.0,34.0,2623.6326,166.95416,2861.1428,2378.7449,293.2866,2163.9795,0.2295258,2631.7817,0.029929021,0.029924087,23.508434,0.013116813,0.8655972,1.2292396,0.12128599,13.460438,-49.0,-34.0,-22.0,-52.0,-53.0,20.0,-51.333332
Brazil,2020-03-12,109869,1442,95103,3212.0,43.0,2781.0,2946.4285,38.714287,13324,0.013124721,263.0,157.0,23197.0,761584.0,263.0,371152,12530,12530,112.47,0.038,0.2142,10.3,46.6,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.25,-50.0,-39.0,-20.0,-64.0,-57.0,23.0,-0.08497205,False,0.030663827,False,-0.08449287,False,False,3212.0,43.0,2946.4285,0.43388382,-0.90096885,1.0,-4.371139e-08,0.94532,0.3261442,50,0,2861.1428,2697.4285,2397.4285,1949.1428,41.0,34.0,2702.0613,171.8593,2946.4285,2449.9795,301.90253,2228.8572,0.2293843,2710.4434,0.029808244,0.029894864,23.531061,0.013124721,0.86560357,1.2289953,0.1212717,13.86167,-48.0,-35.0,-21.0,-59.0,-53.0,22.0,-53.333332
Brazil,2020-03-13,113178,1485,97967,3309.0,43.0,2864.0,3034.4285,39.857143,13726,0.013120924,263.0,157.0,23197.0,761584.0,263.0,383998,12846,12846,116.36,0.0389,0.0408,7.5,54.4,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2159.0,1.37,-57.0,-36.0,-11.0,-59.0,-54.0,22.0,-0.08256482,False,-0.13617218,False,-0.08418935,False,False,3309.0,43.0,3034.4285,-0.43388376,-0.90096885,1.0,-4.371139e-08,0.9507904,0.30983487,51,0,2946.4285,2778.0,2469.1428,2007.8572,43.0,35.0,2782.8162,176.90915,3034.4285,2523.3062,310.79553,2295.653,0.22926986,2791.4397,0.029866667,0.02988824,23.53615,0.013120924,0.86560106,1.22894,0.12127799,14.275672,-47.0,-29.0,-22.0,-56.0,-56.0,21.0,-53.0
Brazil,2020-03-14,116584,1530,100915,3406.0,45.0,2948.0,3124.8572,41.0,14139,0.013123585,263.0,157.0,23197.0,761584.0,263.0,397020,13022,13022,120.31,0.0395,0.0575,9.3,54.2,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,458.0,2140.0,1.27,-53.0,-35.0,-22.0,-64.0,-56.0,24.0,-0.084792316,False,-0.046628647,False,-0.08412152,False,False,3406.0,45.0,3124.8572,-0.974928,-0.22252055,1.0,-4.371139e-08,0.95597935,0.29343396,52,1,3034.4285,2861.1428,2543.0,2068.1428,43.0,37.0,2865.9387,182.0695,3124.8572,2598.7856,319.93387,2364.415,0.22915542,2874.7942,0.029800903,0.02987236,23.54846,0.013123585,0.86559904,1.2288073,0.12127736,14.701099,-50.0,-33.0,-16.0,-55.0,-59.0,21.0,-54.666668
Brazil,2020-03-15,120092,1576,103952,3508.0,46.0,3037.0,3217.8572,42.285713,14564,0.013123272,263.0,157.0,23197.0,761584.0,263.0,410219,13199,13199,124.31,0.04,0.0525,6.7,60.7,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,491.0,2113.0,1.43,-53.0,-34.0,-22.0,-61.0,-56.0,27.0,-0.08359765,False,-0.08405439,False,-0.08417814,False,False,3508.0,46.0,3217.8572,-0.7818316,0.6234896,1.0,-4.371139e-08,0.96088547,0.27694613,53,1,3124.8572,2946.4285,2619.2856,2130.1428,45.0,37.0,2951.449,187.40363,3217.8572,2676.4795,329.3075,2435.1973,0.22899699,2960.5598,0.029761361,0.029838514,23.574787,0.013123272,0.865603,1.2285247,0.12127369,15.138624,-47.0,-35.0,-27.0,-54.0,-53.0,23.0,-51.333332
Brazil,2020-03-16,123704,1623,107078,3612.0,47.0,3126.0,3313.7144,43.42857,15003,0.013120028,263.0,157.0,23197.0,761584.0,263.0,423525,13306,13306,128.34,0.0403,0.0414,10.4,61.5,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,479.0,2265.0,1.47,-55.0,-29.0,-22.0,-66.0,-57.0,22.0,-0.08382456,False,-0.12613927,False,-0.08397581,False,False,3612.0,47.0,3313.7144,0.0,1.0,1.0,-4.371139e-08,0.96550715,0.26037645,54,0,3217.8572,3034.4285,2697.4285,2194.1428,46.0,39.0,3039.4897,192.86101,3313.7144,2756.449,338.96365,2508.0613,0.22886705,3048.8486,0.029789133,0.029832155,23.5798,0.013120028,0.8655985,1.2284715,0.121281445,15.589591,-54.0,-34.0,-31.0,-55.0,-55.0,23.0,-54.666668
Brazil,2020-03-17,127424,1672,110298,3720.0,49.0,3220.0,3412.4285,44.857143,15454,0.013121547,263.0,157.0,23197.0,761584.0,263.0,437225,13700,13700,132.49,0.0415,0.0631,58.3,59.5,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,472.0,2190.0,1.28,-53.0,-40.0,-22.0,-56.0,-62.0,24.0,-0.08258657,False,-0.06366634,False,-0.08366812,False,False,3720.0,49.0,3412.4285,0.7818315,0.6234898,1.0,-4.371139e-08,0.9698432,0.24372973,55,0,3313.7144,3124.8572,2778.0,2260.0,47.0,39.0,3130.1223,198.48537,3412.4285,2838.7654,348.9144,2583.0747,0.22874784,3139.7434,0.029789565,0.0298207,23.588718,0.013121547,0.8655983,1.228376,0.12128013,16.053999,-54.0,-34.0,-19.0,-60.0,-52.0,21.0,-55.333332
Brazil,2020-03-18,131253,1722,113613,3829.0,50.0,3315.0,3513.7144,46.142857,15918,0.0131197,263.0,157.0,23197.0,761584.0,263.0,451217,13992,13992,136.73,0.0424,0.1163,10.3,51.9,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,523.0,2261.0,1.24,-52.0,-35.0,-18.0,-60.0,-62.0,21.0,-0.08441473,False,-0.10802135,False,-0.08381145,False,False,3829.0,50.0,3513.7144,0.9749279,-0.22252095,1.0,-4.371139e-08,0.9738923,0.22701076,56,0,3412.4285,3217.8572,2861.1428,2327.5715,49.0,41.0,3223.347,204.26115,3513.7144,2923.4897,359.09912,2660.2788,0.22858167,3233.2363,0.029681468,0.029785335,23.616259,0.0131197,0.8656031,1.2280806,0.12127723,16.530504,-52.0,-32.0,-26.0,-56.0,-58.0,24.0,-55.333332
Brazil,2020-03-19,135196,1774,117026,3943.0,52.0,3413.0,3618.1428,47.42857,16396,0.01312169,263.0,157.0,23197.0,761584.0,263.0,465695,14478,14478,141.12,0.0439,0.0593,11.2,57.2,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,476.0,2287.0,1.23,-56.0,-37.0,-20.0,-58.0,-59.0,24.0,-0.08350344,False,-0.055318374,False,-0.08361612,False,False,3943.0,52.0,3618.1428,0.43388382,-0.90096885,1.0,-4.371139e-08,0.9776531,0.21022473,57,0,3513.7144,3313.7144,2946.4285,2397.4285,50.0,43.0,3319.3062,210.18188,3618.1428,3010.6836,369.58832,2739.7551,0.2284348,3329.463,0.029720249,0.029772764,23.626135,0.01312169,0.86560255,1.2279757,0.121275775,17.021795,-50.0,-39.0,-20.0,-64.0,-57.0,23.0,-57.0
Brazil,2020-03-20,139256,1827,120540,4060.0,53.0,3514.0,3725.4285,48.857143,16889,0.013119722,263.0,157.0,23197.0,761584.0,263.0,479881,14186,14186,145.42,0.043,0.0297,36.1,54.7,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,519.0,2243.0,1.35,-48.0,-40.0,-22.0,-58.0,-60.0,23.0,-0.08310073,False,-0.10740004,False,-0.08366997,False,False,4060.0,53.0,3725.4285,-0.43388376,-0.90096885,1.0,-4.371139e-08,0.98112464,0.19337638,58,0,3618.1428,3412.4285,3034.4285,2469.1428,52.0,43.0,3418.0205,216.26645,3725.4285,3100.4185,380.3443,2821.5442,0.22825956,3428.4543,0.029652132,0.029742116,23.650118,0.013119722,0.86560005,1.22772,0.12128023,17.526527,-57.0,-36.0,-11.0,-59.0,-54.0,22.0,-56.666668
Brazil,2020-03-21,143437,1882,124159,4181.0,55.0,3619.0,3836.1428,50.285713,17396,0.0131207425,263.0,157.0,23197.0,761584.0,263.0,494544,14663,14663,149.86,0.0444,0.0346,100.0,64.0,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,477.0,2284.0,1.3,-55.0,-31.0,-24.0,-58.0,-55.0,23.0,-0.081901036,False,-0.07113952,False,-0.08325232,False,False,4181.0,55.0,3836.1428,-0.974928,-0.22252055,1.0,-4.371139e-08,0.98430586,0.17647092,59,1,3725.4285,3513.7144,3124.8572,2543.0,53.0,45.0,3519.6326,222.57336,3836.1428,3192.7856,391.42093,2905.7346,0.22809064,3530.3765,0.029718556,0.029730352,23.659369,0.0131207425,0.8655995,1.2276218,0.121279724,18.04739,-53.0,-35.0,-22.0,-64.0,-56.0,24.0,-57.666668
Brazil,2020-03-22,147740,1938,127884,4303.0,56.0,3725.0,3949.7144,51.714287,17918,0.013117639,263.0,157.0,23197.0,761584.0,263.0,509371,14827,14827,154.35,0.0449,0.0299,7.1,56.3,25,33.5,9.1,14103,2.11,75.9,0.765,212559417,500.0,2236.0,1.45,-55.0,-36.0,-18.0,-60.0,-59.0,23.0,-0.083744675,False,-0.12960671,False,-0.08328466,False,False,4303.0,56.0,3949.7144,-0.7818316,0.6234896,1.0,-4.371139e-08,0.9871958,0.15951325,60,1,3836.1428,3618.1428,3217.8572,2619.2856,55.0,46.0,3624.1836,228.99011,3949.7144,3287.8164,402.81143,2992.3809,0.22793365,3635.211,0.029605659,0.029708108,23.67677,0.013117639,0.8656017,1.2274362,0.121280625,18.581696,-53.0,-34.0,-22.0,-61.0,-56.0,27.0,-56.666668
